Date,Day of the week,Day,Month,Year,Thighs,Tenders,Wings,Egg rolls,Crispitos,BBB,Chimichanga,BCB,Onion Rings,Catfish Nuggets,Tamales,Chicken Gizzards,Jalapeno Poppers,Potato Wedges,Hot wings,Corn dogs,Sandwich,Quesadilla,Is Holiday,Chicken,FriedSnacks,FriedBurritos,Otherfood,Price_Chicken,Price_FriedSnacks,Price_FriedBurritos,Price_Other_Food
7/8/2018,Sunday,8,7,2018,7,14,3,3,11,13,7,12,6,4,10,5,6,7,4,7,2,3,FALSE,24,31,46,23,5.99,1.99,2.48,2.99
7/9/2018,Monday,9,7,2018,5,19,9,1,21,14,10,19,4,6,9,5,10,2,1,15,1,2,FALSE,33,34,65,21,5.99,1.99,2.48,2.99
7/10/2018,Tuesday,10,7,2018,6,19,11,2,18,10,15,17,2,5,4,8,5,7,8,5,6,8,FALSE,36,24,62,34,5.99,1.99,2.48,2.99
7/11/2018,Wednesday,11,7,2018,5,25,10,5,13,16,11,16,3,7,8,9,6,13,2,6,14,8,FALSE,40,33,61,43,5.99,1.99,2.48,2.99
7/12/2018,Thursday,12,7,2018,6,27,15,6,10,22,11,19,6,7,11,6,6,15,12,18,13,2,FALSE,48,36,68,60,5.99,1.99,2.48,2.99
7/13/2018,Friday,13,7,2018,6,36,9,3,14,10,8,19,11,4,4,9,6,5,11,9,18,2,FALSE,51,34,54,45,5.99,1.99,2.48,2.99
7/14/2018,Saturday,14,7,2018,8,17,5,5,24,7,6,12,8,3,3,9,5,4,3,6,9,4,FALSE,30,28,54,26,5.99,1.99,2.48,2.99
7/15/2018,Sunday,15,7,2018,4,15,7,4,9,4,5,10,2,7,8,5,6,7,4,7,6,6,FALSE,26,28,32,30,5.99,1.99,2.48,2.99
7/16/2018,Monday,16,7,2018,9,31,10,3,25,15,13,14,10,3,7,8,6,9,9,9,11,5,FALSE,50,34,70,43,5.99,1.99,2.48,2.99
7/17/2018,Tuesday,17,7,2018,7,11,14,4,15,8,7,17,3,3,13,9,9,2,7,7,7,5,FALSE,32,37,51,28,5.99,1.99,2.48,2.99
7/18/2018,Wednesday,18,7,2018,7,11,10,6,14,13,7,12,8,2,11,6,5,1,4,10,10,7,FALSE,28,32,52,32,5.99,1.99,2.48,2.99
7/19/2018,Thursday,19,7,2018,6,41,8,2,13,21,6,16,1,8,14,8,11,8,3,17,9,5,FALSE,55,42,58,42,5.99,1.99,2.48,2.99
7/20/2018,Friday,20,7,2018,9,9,7,4,17,18,7,22,5,5,11,12,11,15,3,15,8,11,FALSE,25,44,68,52,5.99,1.99,2.48,2.99
7/21/2018,Saturday,21,7,2018,9,20,10,5,8,6,15,19,4,1,13,10,8,8,1,6,8,4,FALSE,39,36,53,27,5.99,1.99,2.48,2.99
7/22/2018,Sunday,22,7,2018,7,20,4,4,6,9,10,10,4,4,8,5,5,2,1,5,2,6,FALSE,31,26,39,16,5.99,1.99,2.48,2.99
7/23/2018,Monday,23,7,2018,5,15,11,2,9,18,7,16,2,5,4,5,6,2,4,6,9,3,FALSE,31,22,52,24,5.99,1.99,2.48,2.99
7/24/2018,Tuesday,24,7,2018,7,25,11,6,15,5,6,13,8,2,4,5,6,4,4,13,11,6,FALSE,43,25,45,38,5.99,1.99,2.48,2.99
7/25/2018,Wednesday,25,7,2018,9,23,14,1,13,17,11,9,5,6,1,5,5,2,10,10,11,1,FALSE,46,22,51,34,5.99,1.99,2.48,2.99
7/26/2018,Thursday,26,7,2018,6,17,14,3,24,7,11,12,7,1,1,9,8,15,1,16,5,8,FALSE,37,26,57,45,5.99,1.99,2.48,2.99
7/27/2018,Friday,27,7,2018,9,28,15,5,15,22,14,14,7,4,14,6,7,2,5,6,9,8,FALSE,52,38,70,30,5.99,1.99,2.48,2.99
7/28/2018,Saturday,28,7,2018,8,32,5,2,8,6,5,11,6,4,14,9,5,5,3,7,12,2,FALSE,45,38,32,29,5.99,1.99,2.48,2.99
7/29/2018,Sunday,29,7,2018,5,3,5,1,4,11,7,7,6,2,2,4,4,7,6,8,6,4,FALSE,13,18,30,31,5.99,1.99,2.48,2.99
7/30/2018,Monday,30,7,2018,6,13,12,3,18,18,6,16,4,6,12,5,9,5,5,8,2,4,FALSE,31,36,61,24,5.99,1.99,2.48,2.99
7/31/2018,Tuesday,31,7,2018,9,22,13,5,7,20,17,14,8,4,14,6,5,8,9,14,2,9,FALSE,44,37,63,42,5.99,1.99,2.48,2.99
8/1/2018,Wednesday,1,8,2018,9,9,8,5,21,19,16,20,9,1,7,5,7,9,6,14,9,2,FALSE,26,29,81,40,5.99,1.99,2.48,2.99
8/2/2018,Thursday,2,8,2018,8,21,7,5,11,12,12,12,5,6,14,8,11,2,10,6,14,4,FALSE,36,44,52,36,5.99,1.99,2.48,2.99
8/3/2018,Friday,3,8,2018,9,14,13,4,19,23,8,22,1,6,11,6,7,1,1,15,14,1,FALSE,36,31,76,32,5.99,1.99,2.48,2.99
8/4/2018,Saturday,4,8,2018,5,30,14,2,22,16,11,17,3,9,4,9,5,3,4,12,3,5,FALSE,49,30,68,27,5.99,1.99,2.48,2.99
8/5/2018,Sunday,5,8,2018,6,10,4,2,12,8,5,9,1,6,1,7,6,4,3,8,6,2,FALSE,20,21,36,23,5.99,1.99,2.48,2.99
8/6/2018,Monday,6,8,2018,7,34,11,1,9,18,13,17,7,7,5,8,5,14,7,5,13,4,FALSE,52,32,58,43,5.99,1.99,2.48,2.99
8/7/2018,Tuesday,7,8,2018,9,17,10,2,13,18,7,19,1,5,6,9,6,5,1,13,5,4,FALSE,36,27,59,28,5.99,1.99,2.48,2.99
8/8/2018,Wednesday,8,8,2018,8,32,10,4,23,19,11,16,4,8,9,7,6,8,5,12,6,6,FALSE,50,34,73,37,5.99,1.99,2.48,2.99
8/9/2018,Thursday,9,8,2018,11,12,16,5,26,8,19,19,1,9,5,11,9,9,3,18,2,9,FALSE,39,35,77,41,5.99,1.99,2.48,2.99
8/10/2018,Friday,10,8,2018,5,13,8,2,28,18,10,12,2,1,10,6,11,2,1,11,10,8,FALSE,26,30,70,32,5.99,1.99,2.48,2.99
8/11/2018,Saturday,11,8,2018,9,15,7,5,7,13,11,15,1,7,15,8,7,13,6,8,11,8,FALSE,31,38,51,46,5.99,1.99,2.48,2.99
8/12/2018,Sunday,12,8,2018,7,23,7,1,9,6,11,10,4,6,9,6,6,6,2,4,6,2,FALSE,37,31,37,20,5.99,1.99,2.48,2.99
8/13/2018,Monday,13,8,2018,6,28,6,2,8,10,6,19,7,3,13,5,5,14,4,12,2,5,FALSE,40,33,45,37,5.99,1.99,2.48,2.99
8/14/2018,Tuesday,14,8,2018,6,25,5,1,22,14,12,20,3,9,3,10,5,15,9,14,6,6,FALSE,36,30,69,50,5.99,1.99,2.48,2.99
8/15/2018,Wednesday,15,8,2018,6,17,13,2,23,16,14,19,8,8,2,10,7,4,2,7,6,5,FALSE,36,35,74,24,5.99,1.99,2.48,2.99
8/16/2018,Thursday,16,8,2018,11,40,14,7,8,9,20,13,6,2,11,6,9,16,1,10,9,10,FALSE,65,34,57,46,5.99,1.99,2.48,2.99
8/17/2018,Friday,17,8,2018,9,27,13,8,15,16,14,23,6,7,7,10,7,1,7,10,13,6,FALSE,49,37,76,37,5.99,1.99,2.48,2.99
8/18/2018,Saturday,18,8,2018,10,38,11,3,13,12,10,16,4,4,11,9,8,14,1,10,13,5,FALSE,59,36,54,43,5.99,1.99,2.48,2.99
8/19/2018,Sunday,19,8,2018,5,12,5,2,6,11,10,12,6,2,6,7,5,1,1,5,3,1,FALSE,22,26,41,11,5.99,1.99,2.48,2.99
8/20/2018,Monday,20,8,2018,7,21,13,4,17,8,5,15,2,6,10,8,6,15,7,12,9,1,FALSE,41,32,49,44,5.99,1.99,2.48,2.99
8/21/2018,Tuesday,21,8,2018,6,24,6,5,19,8,11,18,2,9,10,7,6,11,2,10,1,6,FALSE,36,34,61,30,5.99,1.99,2.48,2.99
8/22/2018,Wednesday,22,8,2018,8,8,11,4,7,6,5,14,8,2,9,9,7,6,4,14,9,6,FALSE,27,35,36,39,5.99,1.99,2.48,2.99
8/23/2018,Thursday,23,8,2018,6,7,15,1,28,16,14,19,11,6,1,6,5,6,5,9,11,7,FALSE,28,29,78,38,5.99,1.99,2.48,2.99
8/24/2018,Friday,24,8,2018,7,6,6,2,8,8,23,20,2,7,16,11,6,14,2,15,10,11,FALSE,19,42,61,52,5.99,1.99,2.48,2.99
8/25/2018,Saturday,25,8,2018,6,29,8,4,10,8,6,17,4,4,1,8,6,7,6,11,4,9,FALSE,43,23,45,37,5.99,1.99,2.48,2.99
8/26/2018,Sunday,26,8,2018,6,20,7,1,6,13,8,8,6,5,7,6,5,7,1,5,2,5,FALSE,33,29,36,20,5.99,1.99,2.48,2.99
8/27/2018,Monday,27,8,2018,5,11,11,4,17,11,6,9,2,2,5,9,5,6,8,12,16,6,FALSE,27,23,47,48,5.99,1.99,2.48,2.99
8/28/2018,Tuesday,28,8,2018,9,1,14,2,16,14,7,11,4,6,8,7,7,6,4,10,10,6,FALSE,24,32,50,36,5.99,1.99,2.48,2.99
8/29/2018,Wednesday,29,8,2018,9,20,11,4,16,12,18,16,1,2,7,6,6,2,1,12,11,6,FALSE,40,22,66,32,5.99,1.99,2.48,2.99
8/30/2018,Thursday,30,8,2018,8,12,17,7,12,13,19,22,2,1,8,6,6,8,8,11,18,1,FALSE,37,23,73,46,5.99,1.99,2.48,2.99
8/31/2018,Friday,31,8,2018,6,32,7,7,6,10,8,25,9,7,3,6,6,2,7,12,7,8,FALSE,45,31,56,36,5.99,1.99,2.48,2.99
9/1/2018,Saturday,1,9,2018,6,35,8,6,12,19,5,18,1,2,3,5,7,13,6,5,12,5,FALSE,49,18,60,41,5.99,1.99,2.48,2.99
9/2/2018,Sunday,2,9,2018,5,3,7,2,14,7,6,8,1,5,3,4,5,5,2,9,8,5,FALSE,15,18,37,29,5.99,1.99,2.48,2.99
9/3/2018,Monday,3,9,2018,6,35,5,1,5,14,9,19,2,8,2,9,7,9,7,5,1,6,FALSE,46,28,48,28,5.99,1.99,2.48,2.99
9/4/2018,Tuesday,4,9,2018,6,19,5,4,7,5,14,10,4,1,10,6,6,12,6,8,3,8,FALSE,30,27,40,37,5.99,1.99,2.48,2.99
9/5/2018,Wednesday,5,9,2018,9,14,13,3,19,9,8,10,7,4,10,9,5,1,8,6,2,3,FALSE,36,35,49,20,5.99,1.99,2.48,2.99
9/6/2018,Thursday,6,9,2018,11,15,9,6,18,12,21,13,5,10,6,12,9,11,3,13,12,10,FALSE,35,42,70,49,5.99,1.99,2.48,2.99
9/7/2018,Friday,7,9,2018,10,23,17,5,13,12,20,15,6,6,16,8,8,10,4,14,15,9,FALSE,50,44,65,52,5.99,1.99,2.48,2.99
9/8/2018,Saturday,8,9,2018,7,6,7,2,17,15,13,17,4,6,8,9,7,9,4,13,9,1,FALSE,20,34,64,36,5.99,1.99,2.48,2.99
9/9/2018,Sunday,9,9,2018,7,9,9,1,13,4,7,8,3,2,8,4,4,3,2,8,2,2,FALSE,25,21,33,17,5.99,1.99,2.48,2.99
9/10/2018,Monday,10,9,2018,5,37,13,3,12,11,11,14,9,5,9,9,8,13,4,11,13,4,FALSE,55,40,51,45,5.99,1.99,2.48,2.99
9/11/2018,Tuesday,11,9,2018,9,18,5,3,13,17,6,11,6,1,5,8,5,13,6,12,2,9,FALSE,32,25,50,42,5.99,1.99,2.48,2.99
9/12/2018,Wednesday,12,9,2018,5,22,6,1,25,19,10,17,3,8,6,9,6,4,1,9,4,6,FALSE,33,32,72,24,5.99,1.99,2.48,2.99
9/13/2018,Thursday,13,9,2018,6,31,16,5,15,23,18,25,7,7,5,6,8,1,2,8,16,8,FALSE,53,33,86,35,5.99,1.99,2.48,2.99
9/14/2018,Friday,14,9,2018,10,36,7,2,22,11,13,22,8,2,16,6,6,11,7,7,2,6,FALSE,53,38,70,33,5.99,1.99,2.48,2.99
9/15/2018,Saturday,15,9,2018,8,32,8,5,5,8,7,16,7,4,8,5,5,14,6,7,1,3,FALSE,48,29,41,31,5.99,1.99,2.48,2.99
9/16/2018,Sunday,16,9,2018,7,25,6,3,6,5,6,17,7,4,1,4,6,4,1,7,5,4,TRUE,38,22,37,21,5.99,1.99,2.48,2.99
9/17/2018,Monday,17,9,2018,8,26,12,1,22,8,9,19,4,9,1,8,8,4,6,10,9,7,FALSE,46,30,59,36,5.99,1.99,2.48,2.99
9/18/2018,Tuesday,18,9,2018,7,9,14,4,19,17,7,19,1,9,5,8,8,4,9,5,9,8,FALSE,30,31,66,35,5.99,1.99,2.48,2.99
9/19/2018,Wednesday,19,9,2018,10,22,12,4,13,14,9,9,7,5,9,8,5,2,8,11,10,9,FALSE,44,34,49,40,5.99,1.99,2.48,2.99
9/20/2018,Thursday,20,9,2018,10,25,12,1,11,15,16,12,10,4,11,11,8,14,6,12,12,9,FALSE,47,44,55,53,5.99,1.99,2.48,2.99
9/21/2018,Friday,21,9,2018,9,22,16,1,20,12,18,23,6,1,2,6,6,13,5,17,2,6,FALSE,47,21,74,43,5.99,1.99,2.48,2.99
9/22/2018,Saturday,22,9,2018,6,13,5,5,19,15,14,11,3,6,11,7,6,14,5,6,14,7,FALSE,24,33,64,46,5.99,1.99,2.48,2.99
9/23/2018,Sunday,23,9,2018,4,27,9,1,12,13,3,11,3,6,2,5,4,3,4,10,6,3,FALSE,40,20,40,26,5.99,1.99,2.48,2.99
9/24/2018,Monday,24,9,2018,7,35,13,1,5,13,7,10,8,1,8,5,7,2,6,5,13,5,FALSE,55,29,36,31,5.99,1.99,2.48,2.99
9/25/2018,Tuesday,25,9,2018,7,25,9,1,15,8,13,14,6,1,5,6,5,8,3,13,3,4,FALSE,41,23,51,31,5.99,1.99,2.48,2.99
9/26/2018,Wednesday,26,9,2018,9,10,9,3,7,19,18,14,5,7,3,8,9,7,7,6,8,3,FALSE,28,32,61,31,5.99,1.99,2.48,2.99
9/27/2018,Thursday,27,9,2018,12,19,12,1,29,19,11,15,12,8,7,9,10,14,10,9,14,1,FALSE,43,46,75,48,5.99,1.99,2.48,2.99
9/28/2018,Friday,28,9,2018,7,5,15,1,26,6,7,17,4,2,7,10,6,12,6,16,10,6,FALSE,27,29,57,50,5.99,1.99,2.48,2.99
9/29/2018,Saturday,29,9,2018,9,25,11,1,22,6,17,10,7,3,13,6,7,2,5,14,3,2,FALSE,45,36,56,26,5.99,1.99,2.48,2.99
9/30/2018,Sunday,30,9,2018,4,22,8,4,4,12,4,10,6,1,3,5,5,11,3,3,2,4,FALSE,34,20,34,23,5.99,1.99,2.48,2.99
10/1/2018,Monday,1,10,2018,8,9,12,4,10,5,5,15,4,6,5,6,8,2,5,6,12,6,FALSE,29,29,39,31,5.99,1.99,2.48,2.99
10/2/2018,Tuesday,2,10,2018,8,22,5,1,12,11,17,17,3,8,6,6,5,2,8,6,6,2,FALSE,35,28,58,24,5.99,1.99,2.48,2.99
10/3/2018,Wednesday,3,10,2018,9,21,5,1,23,14,12,11,1,8,2,9,9,1,5,6,1,8,FALSE,35,29,61,21,5.99,1.99,2.48,2.99
10/4/2018,Thursday,4,10,2018,6,23,14,6,22,17,7,18,12,1,8,10,7,16,11,14,5,6,FALSE,43,38,70,52,5.99,1.99,2.48,2.99
10/5/2018,Friday,5,10,2018,6,22,11,5,15,18,8,18,1,11,3,8,11,7,1,15,1,2,FALSE,39,34,64,26,5.99,1.99,2.48,2.99
10/6/2018,Saturday,6,10,2018,7,12,13,5,5,9,20,18,2,8,3,7,6,6,7,15,13,1,FALSE,32,26,57,42,5.99,1.99,2.48,2.99
10/7/2018,Sunday,7,10,2018,6,25,4,4,7,4,11,12,7,6,2,4,4,1,3,9,2,1,FALSE,35,23,38,16,5.99,1.99,2.48,2.99
10/8/2018,Monday,8,10,2018,8,18,14,2,17,10,6,13,5,10,1,5,5,12,4,8,9,1,FALSE,40,26,48,34,5.99,1.99,2.48,2.99
10/9/2018,Tuesday,9,10,2018,5,38,13,2,19,14,7,18,4,6,12,8,6,1,3,12,14,3,FALSE,56,36,60,33,5.99,1.99,2.48,2.99
10/10/2018,Wednesday,10,10,2018,8,38,12,2,8,16,18,10,9,3,1,6,7,6,6,12,14,3,FALSE,58,26,54,41,5.99,1.99,2.48,2.99
10/11/2018,Thursday,11,10,2018,6,32,10,1,20,9,6,18,12,1,11,9,7,14,2,14,6,1,FALSE,48,40,54,37,5.99,1.99,2.48,2.99
10/12/2018,Friday,12,10,2018,6,41,6,6,8,16,8,20,2,9,15,8,7,7,6,5,15,8,FALSE,53,41,58,41,5.99,1.99,2.48,2.99
10/13/2018,Saturday,13,10,2018,5,19,5,1,23,6,9,13,3,3,4,8,7,4,2,7,5,7,FALSE,29,25,52,25,5.99,1.99,2.48,2.99
10/14/2018,Sunday,14,10,2018,6,10,6,1,9,10,9,8,2,5,3,5,5,2,5,10,8,6,FALSE,22,20,37,31,5.99,1.99,2.48,2.99
10/15/2018,Monday,15,10,2018,7,36,6,4,19,9,5,11,5,6,11,6,4,14,6,10,4,5,FALSE,49,32,48,39,5.99,1.99,2.48,2.99
10/16/2018,Tuesday,16,10,2018,7,7,11,4,15,15,8,19,3,3,14,5,5,9,7,4,3,4,FALSE,25,30,61,27,5.99,1.99,2.48,2.99
10/17/2018,Wednesday,17,10,2018,8,13,15,6,20,6,10,10,6,5,7,9,7,6,10,8,5,5,FALSE,36,34,52,34,5.99,1.99,2.48,2.99
10/18/2018,Thursday,18,10,2018,11,22,11,6,19,13,22,17,2,4,2,9,9,1,2,17,16,9,FALSE,44,26,77,45,5.99,1.99,2.48,2.99
10/19/2018,Friday,19,10,2018,11,41,10,7,10,19,10,17,7,11,15,8,10,3,12,13,13,9,FALSE,62,51,63,50,5.99,1.99,2.48,2.99
10/20/2018,Saturday,20,10,2018,9,13,6,4,8,13,11,14,6,1,10,8,5,1,7,5,4,4,FALSE,28,30,50,21,5.99,1.99,2.48,2.99
10/21/2018,Sunday,21,10,2018,6,24,8,1,12,13,13,9,1,6,7,6,4,2,1,7,6,5,FALSE,38,24,48,21,5.99,1.99,2.48,2.99
10/22/2018,Monday,22,10,2018,7,28,12,6,14,13,11,15,6,5,9,8,9,2,2,10,4,4,FALSE,47,37,59,22,5.99,1.99,2.48,2.99
10/23/2018,Tuesday,23,10,2018,8,2,14,5,19,11,10,14,6,4,12,7,8,5,4,6,10,4,FALSE,24,37,59,29,5.99,1.99,2.48,2.99
10/24/2018,Wednesday,24,10,2018,9,16,5,5,6,17,15,18,6,1,4,6,7,3,2,10,12,8,FALSE,30,24,61,35,5.99,1.99,2.48,2.99
10/25/2018,Thursday,25,10,2018,9,10,8,6,11,11,7,21,7,12,12,6,10,8,1,17,9,2,FALSE,27,47,56,37,5.99,1.99,2.48,2.99
10/26/2018,Friday,26,10,2018,8,11,15,6,23,24,20,22,8,11,13,6,8,9,7,8,7,5,FALSE,34,46,95,36,5.99,1.99,2.48,2.99
10/27/2018,Saturday,27,10,2018,7,38,8,2,11,9,14,12,5,5,13,9,10,7,5,12,14,1,FALSE,53,42,48,39,5.99,1.99,2.48,2.99
10/28/2018,Sunday,28,10,2018,6,8,7,1,4,11,9,9,1,6,10,4,4,1,2,8,8,1,FALSE,21,25,34,20,5.99,1.99,2.48,2.99
10/29/2018,Monday,29,10,2018,5,23,6,2,17,8,12,11,10,9,1,9,6,9,1,10,11,9,FALSE,34,35,50,40,5.99,1.99,2.48,2.99
10/30/2018,Tuesday,30,10,2018,6,31,5,6,16,19,14,17,3,7,9,8,6,10,10,14,5,4,FALSE,42,33,72,43,5.99,1.99,2.48,2.99
10/31/2018,Wednesday,31,10,2018,5,39,13,2,16,14,13,16,2,8,4,9,5,7,8,10,4,6,FALSE,57,28,61,35,5.99,1.99,2.48,2.99
11/1/2018,Thursday,1,11,2018,6,27,5,6,28,14,23,16,7,1,8,10,7,13,7,16,5,6,FALSE,38,33,87,47,5.99,1.99,2.48,2.99
11/2/2018,Friday,2,11,2018,8,41,12,6,25,22,29,29,13,6,5,8,8,4,10,19,19,10,TRUE,61,40,111,62,5.99,1.99,2.48,2.99
11/3/2018,Saturday,3,11,2018,9,10,7,2,16,18,16,11,2,4,10,7,8,7,4,14,4,4,FALSE,26,31,63,33,5.99,1.99,2.48,2.99
11/4/2018,Sunday,4,11,2018,4,17,6,2,13,10,5,7,3,6,8,6,7,1,1,10,8,3,FALSE,27,30,37,23,5.99,1.99,2.48,2.99
11/5/2018,Monday,5,11,2018,5,8,12,5,6,19,10,16,2,3,9,6,9,2,4,6,13,7,FALSE,25,29,56,32,5.99,1.99,2.48,2.99
11/6/2018,Tuesday,6,11,2018,7,7,12,1,6,16,14,13,9,1,13,9,6,12,2,7,13,1,FALSE,26,38,50,35,5.99,1.99,2.48,2.99
11/7/2018,Wednesday,7,11,2018,8,37,14,4,8,15,10,10,2,5,5,8,9,10,7,14,10,9,FALSE,59,29,47,50,5.99,1.99,2.48,2.99
11/8/2018,Thursday,8,11,2018,8,23,11,6,26,16,10,19,2,8,6,11,6,1,11,13,5,4,FALSE,42,33,77,34,5.99,1.99,2.48,2.99
11/9/2018,Friday,9,11,2018,9,3,14,2,24,6,23,20,6,5,3,8,10,11,3,18,14,5,FALSE,26,32,75,51,5.99,1.99,2.48,2.99
11/10/2018,Saturday,10,11,2018,8,27,8,6,15,9,5,19,5,10,12,6,6,12,9,13,10,9,FALSE,43,39,54,53,5.99,1.99,2.48,2.99
11/11/2018,Sunday,11,11,2018,6,4,10,2,11,12,5,11,5,4,6,4,5,9,7,7,9,4,FALSE,20,24,41,36,5.99,1.99,2.48,2.99
11/12/2018,Monday,12,11,2018,6,22,8,1,6,6,11,13,1,6,3,7,9,2,8,5,10,4,FALSE,36,26,37,29,5.99,1.99,2.48,2.99
11/13/2018,Tuesday,13,11,2018,9,27,14,4,7,16,13,19,2,3,2,8,9,2,1,11,6,6,FALSE,50,24,59,26,5.99,1.99,2.48,2.99
11/14/2018,Wednesday,14,11,2018,8,1,13,2,24,16,7,11,6,5,11,6,5,6,5,5,10,1,FALSE,22,33,60,27,5.99,1.99,2.48,2.99
11/15/2018,Thursday,15,11,2018,8,38,18,6,12,17,8,14,2,7,16,10,11,8,5,10,15,1,FALSE,64,46,57,39,5.99,1.99,2.48,2.99
11/16/2018,Friday,16,11,2018,7,24,18,6,29,13,10,14,5,5,11,7,11,17,9,15,9,6,FALSE,49,39,72,56,5.99,1.99,2.48,2.99
11/17/2018,Saturday,17,11,2018,8,36,5,4,24,14,18,12,6,3,12,8,7,13,8,14,12,5,FALSE,49,36,72,52,5.99,1.99,2.48,2.99
11/18/2018,Sunday,18,11,2018,4,9,4,2,17,9,10,10,4,3,9,6,3,1,5,10,6,7,FALSE,17,25,48,29,5.99,1.99,2.48,2.99
11/19/2018,Monday,19,11,2018,9,10,8,6,12,10,9,10,5,8,9,9,6,15,2,12,3,1,FALSE,27,37,47,33,5.99,1.99,2.48,2.99
11/20/2018,Tuesday,20,11,2018,8,10,7,2,19,13,7,11,8,6,10,7,6,4,3,5,8,3,FALSE,25,37,52,23,5.99,1.99,2.48,2.99
11/21/2018,Wednesday,21,11,2018,10,12,6,4,13,10,9,20,6,2,12,8,8,3,7,10,3,3,FALSE,28,36,56,26,5.99,1.99,2.48,2.99
11/22/2018,Thursday,22,11,2018,7,41,7,5,8,13,15,14,6,1,17,12,8,15,5,8,1,5,FALSE,55,44,55,34,5.99,1.99,2.48,2.99
11/23/2018,Friday,23,11,2018,9,41,17,6,13,13,15,13,5,6,5,9,6,6,7,16,15,8,FALSE,67,31,60,52,5.99,1.99,2.48,2.99
11/24/2018,Saturday,24,11,2018,7,24,7,4,19,14,19,12,6,5,4,6,7,9,8,7,12,7,FALSE,38,28,68,43,5.99,1.99,2.48,2.99
11/25/2018,Sunday,25,11,2018,3,1,3,1,17,11,4,13,4,4,10,5,4,1,6,4,7,3,FALSE,7,27,46,21,5.99,1.99,2.48,2.99
11/26/2018,Monday,26,11,2018,6,28,7,1,21,17,12,21,8,4,15,6,12,17,9,16,17,12,TRUE,41,45,72,71,5.99,1.99,2.48,2.99
11/27/2018,Tuesday,27,11,2018,5,16,5,2,23,16,8,10,1,1,9,9,5,5,2,7,5,7,FALSE,26,25,59,26,5.99,1.99,2.48,2.99
11/28/2018,Wednesday,28,11,2018,8,37,12,4,14,5,12,16,6,4,13,9,6,8,2,9,2,2,FALSE,57,38,51,23,5.99,1.99,2.48,2.99
11/29/2018,Thursday,29,11,2018,9,17,7,6,24,10,19,18,1,5,17,7,6,7,4,11,12,4,FALSE,33,36,77,38,5.99,1.99,2.48,2.99
11/30/2018,Friday,30,11,2018,11,13,6,7,11,14,7,21,6,2,7,6,10,5,5,16,18,8,FALSE,30,31,60,52,5.99,1.99,2.48,2.99
12/1/2018,Saturday,1,12,2018,9,35,11,2,6,14,13,10,7,8,9,9,6,11,1,14,6,5,FALSE,55,39,45,37,5.99,1.99,2.48,2.99
12/2/2018,Sunday,2,12,2018,7,16,10,2,5,8,3,6,1,4,5,6,6,5,4,4,9,4,FALSE,33,22,24,26,5.99,1.99,2.48,2.99
12/3/2018,Monday,3,12,2018,8,3,7,5,10,11,16,17,1,3,10,6,6,3,7,11,11,10,FALSE,18,26,59,42,5.99,1.99,2.48,2.99
12/4/2018,Tuesday,4,12,2018,7,38,11,3,20,17,10,16,6,1,3,8,5,4,5,12,10,9,FALSE,56,23,66,40,5.99,1.99,2.48,2.99
12/5/2018,Wednesday,5,12,2018,9,17,8,2,14,7,15,20,7,3,6,9,8,11,7,9,1,3,FALSE,34,33,58,31,5.99,1.99,2.48,2.99
12/6/2018,Thursday,6,12,2018,7,14,9,1,27,23,17,18,7,9,16,6,7,11,6,16,16,9,FALSE,30,45,86,58,5.99,1.99,2.48,2.99
12/7/2018,Friday,7,12,2018,7,29,11,6,26,9,21,17,6,5,8,8,5,6,10,7,15,7,FALSE,47,32,79,45,5.99,1.99,2.48,2.99
12/8/2018,Saturday,8,12,2018,9,29,10,6,23,16,17,18,6,3,6,7,7,7,7,9,4,4,FALSE,48,29,80,31,5.99,1.99,2.48,2.99
12/9/2018,Sunday,9,12,2018,3,16,7,3,7,8,9,13,2,3,2,4,4,8,1,4,1,3,FALSE,26,15,40,17,5.99,1.99,2.48,2.99
12/10/2018,Monday,10,12,2018,6,35,8,2,23,13,16,14,9,4,14,9,9,12,1,6,1,4,FALSE,49,45,68,24,5.99,1.99,2.48,2.99
12/11/2018,Tuesday,11,12,2018,6,27,13,5,16,12,5,17,5,2,14,9,9,2,5,13,9,7,FALSE,46,39,55,36,5.99,1.99,2.48,2.99
12/12/2018,Wednesday,12,12,2018,8,41,14,7,21,12,8,13,3,5,18,8,9,11,3,15,18,8,TRUE,63,43,61,55,5.99,1.99,2.48,2.99
12/13/2018,Thursday,13,12,2018,8,1,6,2,18,15,9,14,9,10,16,8,6,10,11,9,17,2,FALSE,15,49,58,49,5.99,1.99,2.48,2.99
12/14/2018,Friday,14,12,2018,10,23,6,5,17,16,16,12,4,5,15,10,6,8,2,15,14,6,FALSE,39,40,66,45,5.99,1.99,2.48,2.99
12/15/2018,Saturday,15,12,2018,10,28,13,2,20,15,10,19,1,1,10,5,6,8,9,8,15,5,FALSE,51,23,66,45,5.99,1.99,2.48,2.99
12/16/2018,Sunday,16,12,2018,3,11,10,4,13,12,10,8,2,1,3,6,5,3,1,4,7,4,FALSE,24,17,47,19,5.99,1.99,2.48,2.99
12/17/2018,Monday,17,12,2018,5,18,9,6,23,12,15,10,9,1,2,5,6,5,4,13,2,8,FALSE,32,23,66,32,5.99,1.99,2.48,2.99
12/18/2018,Tuesday,18,12,2018,6,27,13,6,22,12,17,11,5,5,9,7,8,11,3,7,1,8,FALSE,46,34,68,30,5.99,1.99,2.48,2.99
